,date,volume
1244,2022-08-01,111
1245,2022-08-02,65
1246,2022-08-03,72
1247,2022-08-04,94
1248,2022-08-05,159
1249,2022-08-06,82
1250,2022-08-07,67
1251,2022-08-08,85
1252,2022-08-09,78
1253,2022-08-10,88
1254,2022-08-11,104
1255,2022-08-12,79
1256,2022-08-13,57
1257,2022-08-14,62
1258,2022-08-15,72
1259,2022-08-16,66
1260,2022-08-17,77
1261,2022-08-18,72
1262,2022-08-19,86
1263,2022-08-20,61
1264,2022-08-21,56
1265,2022-08-22,56
1266,2022-08-23,80
1267,2022-08-24,69
1268,2022-08-25,66
1269,2022-08-26,84
1270,2022-08-27,62
1271,2022-08-28,65
1272,2022-08-29,93
1273,2022-08-30,91
1274,2022-08-31,81
1275,2022-09-01,56
1276,2022-09-02,59
1277,2022-09-03,92
1278,2022-09-04,72
1279,2022-09-05,67
1280,2022-09-06,71
1281,2022-09-07,92
1282,2022-09-08,85
1283,2022-09-09,73
1284,2022-09-10,61
1285,2022-09-11,69
1286,2022-09-12,56
1287,2022-09-13,81
1288,2022-09-14,77
1289,2022-09-15,85
1290,2022-09-16,60
1291,2022-09-17,49
1292,2022-09-18,45
1293,2022-09-19,30
1294,2022-09-20,59
1295,2022-09-21,50
1296,2022-09-22,43
1297,2022-09-23,53
1298,2022-09-24,53
1299,2022-09-25,38
1300,2022-09-26,42
1301,2022-09-27,46
1302,2022-09-28,94
1303,2022-09-29,76
1304,2022-09-30,70
