,date,volume
803,2021-05-01,5
804,2021-05-02,2
805,2021-05-03,3
806,2021-05-04,6
807,2021-05-05,2
808,2021-05-06,3
809,2021-05-07,4
810,2021-05-09,3
811,2021-05-10,5
812,2021-05-11,10
813,2021-05-12,6
814,2021-05-13,3
815,2021-05-14,5
816,2021-05-15,4
817,2021-05-16,4
818,2021-05-17,3
819,2021-05-18,2
820,2021-05-19,3
821,2021-05-20,6
822,2021-05-21,3
823,2021-05-22,3
824,2021-05-23,1
825,2021-05-24,5
826,2021-05-25,9
827,2021-05-26,6
828,2021-05-27,7
829,2021-05-28,6
830,2021-05-29,9
831,2021-05-30,3
832,2021-05-31,7
833,2021-06-01,3
834,2021-06-02,7
835,2021-06-03,13
836,2021-06-04,13
837,2021-06-05,2
838,2021-06-06,8
839,2021-06-07,7
840,2021-06-08,10
841,2021-06-09,12
842,2021-06-10,9
843,2021-06-11,6
844,2021-06-12,6
845,2021-06-13,3
846,2021-06-14,8
847,2021-06-15,5
848,2021-06-16,6
849,2021-06-17,8
850,2021-06-18,10
851,2021-06-19,3
852,2021-06-20,3
853,2021-06-21,3
854,2021-06-22,6
855,2021-06-23,5
856,2021-06-24,2
857,2021-06-25,1
858,2021-06-26,5
859,2021-06-27,2
860,2021-06-29,9
861,2021-06-30,6
862,2021-07-01,12
863,2021-07-02,10
864,2021-07-03,13
865,2021-07-04,9
866,2021-07-05,9
867,2021-07-06,4
868,2021-07-07,2
869,2021-07-08,3
870,2021-07-09,23
871,2021-07-10,11
872,2021-07-11,11
873,2021-07-12,14
874,2021-07-13,11
875,2021-07-14,7
876,2021-07-15,2
877,2021-07-16,9
878,2021-07-17,4
879,2021-07-18,5
880,2021-07-19,15
881,2021-07-20,13
882,2021-07-21,10
883,2021-07-22,7
884,2021-07-23,17
885,2021-07-24,12
886,2021-07-25,7
887,2021-07-26,8
888,2021-07-27,6
889,2021-07-28,13
890,2021-07-29,9
891,2021-07-30,5
892,2021-07-31,3
893,2021-08-01,7
894,2021-08-02,15
895,2021-08-03,9
896,2021-08-04,9
897,2021-08-05,14
898,2021-08-06,5
899,2021-08-07,7
900,2021-08-08,3
901,2021-08-09,2
902,2021-08-10,5
903,2021-08-11,6
904,2021-08-12,4
905,2021-08-14,3
906,2021-08-15,3
907,2021-08-16,3
908,2021-08-17,7
909,2021-08-18,7
910,2021-08-19,1
911,2021-08-21,2
912,2021-08-22,1
913,2021-08-23,4
914,2021-08-24,3
915,2021-08-25,3
916,2021-08-26,2
917,2021-08-27,7
918,2021-08-28,5
919,2021-08-30,2
920,2021-08-31,3
921,2021-09-01,2
922,2021-09-02,1
923,2021-09-03,4
924,2021-09-04,3
925,2021-09-05,2
926,2021-09-06,2
927,2021-09-07,8
928,2021-09-08,11
929,2021-09-09,12
930,2021-09-10,3
931,2021-09-11,4
932,2021-09-12,4
933,2021-09-13,5
934,2021-09-14,3
935,2021-09-15,6
936,2021-09-16,4
937,2021-09-18,1
938,2021-09-19,4
939,2021-09-20,5
940,2021-09-21,9
941,2021-09-22,5
942,2021-09-23,4
943,2021-09-24,10
944,2021-09-25,1
945,2021-09-26,2
946,2021-09-27,7
947,2021-09-28,6
948,2021-09-29,3
949,2021-09-30,1
