date,mev_unscaled,mev_monthly,isPartial,scale,mev
2019-11-04,37,47.0,,0.47,17.39
2019-11-05,42,47.0,,0.47,19.74
2019-11-06,42,47.0,,0.47,19.74
2019-11-07,39,47.0,,0.47,18.33
2019-11-08,81,47.0,,0.47,38.07
2019-11-09,93,47.0,,0.47,43.71
2019-11-10,33,46.0,False,0.46,15.180000000000001
2019-11-11,50,46.0,,0.46,23.0
2019-11-12,55,46.0,,0.46,25.3
2019-11-13,23,46.0,,0.46,10.58
2019-11-14,38,46.0,,0.46,17.48
2019-11-15,55,46.0,,0.46,25.3
2019-11-16,0,46.0,,0.46,0.0
2019-11-17,52,57.0,False,0.57,29.639999999999997
2019-11-18,80,57.0,,0.57,45.599999999999994
2019-11-19,27,57.0,,0.57,15.389999999999999
2019-11-20,24,57.0,,0.57,13.68
2019-11-21,100,57.0,,0.57,56.99999999999999
2019-11-22,30,57.0,,0.57,17.099999999999998
2019-11-23,57,57.0,,0.57,32.489999999999995
2019-11-24,57,39.0,False,0.39,22.23
2019-11-25,88,39.0,,0.39,34.32
2019-11-26,0,39.0,,0.39,0.0
2019-11-27,50,39.0,,0.39,19.5
2019-11-28,33,39.0,,0.39,12.870000000000001
2019-11-29,52,39.0,,0.39,20.28
2019-11-30,28,39.0,,0.39,10.92
2019-12-01,0,44.0,False,0.44,0.0
2019-12-02,49,44.0,,0.44,21.56
2019-12-03,59,44.0,,0.44,25.96
2019-12-04,53,44.0,,0.44,23.32
2019-12-05,0,44.0,,0.44,0.0
2019-12-06,24,44.0,,0.44,10.56
2019-12-07,37,44.0,,0.44,16.28
2019-12-08,0,48.0,False,0.48,0.0
2019-12-09,24,48.0,,0.48,11.52
2019-12-10,0,48.0,,0.48,0.0
2019-12-11,0,48.0,,0.48,0.0
2019-12-12,44,48.0,,0.48,21.119999999999997
2019-12-13,20,48.0,,0.48,9.6
2019-12-14,26,48.0,,0.48,12.48
2019-12-15,30,39.0,False,0.39,11.700000000000001
2019-12-16,100,39.0,,0.39,39.0
2019-12-17,33,39.0,,0.39,12.870000000000001
2019-12-18,56,39.0,,0.39,21.84
2019-12-19,0,39.0,,0.39,0.0
2019-12-20,35,39.0,,0.39,13.65
2019-12-21,23,39.0,,0.39,8.97
2019-12-22,25,25.0,False,0.25,6.25
2019-12-23,0,25.0,,0.25,0.0
2019-12-24,27,25.0,,0.25,6.75
2019-12-25,22,25.0,,0.25,5.5
2019-12-26,39,25.0,,0.25,9.75
2019-12-27,26,25.0,,0.25,6.5
2019-12-28,0,25.0,,0.25,0.0
2019-12-29,51,30.0,False,0.3,15.299999999999999
2019-12-30,46,30.0,,0.3,13.799999999999999
2019-12-31,0,30.0,,0.3,0.0
2020-01-01,37,30.0,,0.3,11.1
2020-01-02,56,30.0,,0.3,16.8
2020-01-03,36,30.0,,0.3,10.799999999999999
2020-01-04,0,30.0,,0.3,0.0
2020-01-05,53,28.0,False,0.28,14.840000000000002
2020-01-06,54,28.0,,0.28,15.120000000000001
2020-01-07,31,28.0,,0.28,8.680000000000001
2020-01-08,18,28.0,,0.28,5.040000000000001
2020-01-09,0,28.0,,0.28,0.0
2020-01-10,30,28.0,,0.28,8.4
2020-01-11,62,28.0,,0.28,17.360000000000003
2020-01-12,49,57.0,False,0.57,27.929999999999996
2020-01-13,36,57.0,,0.57,20.52
2020-01-14,57,57.0,,0.57,32.489999999999995
2020-01-15,81,57.0,,0.57,46.169999999999995
2020-01-16,76,57.0,,0.57,43.31999999999999
2020-01-17,66,57.0,,0.57,37.62
2020-01-18,54,57.0,,0.57,30.779999999999998
2020-01-19,0,40.0,False,0.4,0.0
2020-01-20,46,40.0,,0.4,18.400000000000002
2020-01-21,63,40.0,,0.4,25.200000000000003
2020-01-22,79,40.0,,0.4,31.6
2020-01-23,67,40.0,,0.4,26.8
2020-01-24,57,40.0,,0.4,22.8
2020-01-25,0,40.0,,0.4,0.0
2020-01-26,36,42.0,False,0.42,15.12
2020-01-27,100,42.0,,0.42,42.0
2020-01-28,54,42.0,,0.42,22.68
2020-01-29,0,42.0,,0.42,0.0
2020-01-30,27,42.0,,0.42,11.34
2020-01-31,63,42.0,,0.42,26.459999999999997
2020-02-01,55,42.0,,0.42,23.099999999999998
2020-02-02,65,50.0,False,0.5,32.5
2020-02-03,27,50.0,,0.5,13.5
2020-02-04,46,50.0,,0.5,23.0
2020-02-05,62,50.0,,0.5,31.0
2020-02-06,39,50.0,,0.5,19.5
2020-02-07,45,50.0,,0.5,22.5
2020-02-08,0,50.0,,0.5,0.0
2020-02-09,26,53.0,False,0.53,13.780000000000001
2020-02-10,17,53.0,,0.53,9.01
2020-02-11,57,53.0,,0.53,30.21
2020-02-12,34,53.0,,0.53,18.02
2020-02-13,58,53.0,,0.53,30.740000000000002
2020-02-14,25,53.0,,0.53,13.25
2020-02-15,70,53.0,,0.53,37.1
2020-02-16,51,50.0,False,0.5,25.5
2020-02-17,52,50.0,,0.5,26.0
2020-02-18,79,50.0,,0.5,39.5
2020-02-19,41,50.0,,0.5,20.5
2020-02-20,42,50.0,,0.5,21.0
2020-02-21,41,50.0,,0.5,20.5
2020-02-22,19,50.0,,0.5,9.5
2020-02-23,30,62.0,False,0.62,18.6
2020-02-24,100,62.0,,0.62,62.0
2020-02-25,24,62.0,,0.62,14.879999999999999
2020-02-26,65,62.0,,0.62,40.3
2020-02-27,57,62.0,,0.62,35.339999999999996
2020-02-28,68,62.0,,0.62,42.16
