date,mev_unscaled,mev_monthly,isPartial,scale,mev
2021-04-15,93,92.0,,0.92,85.56
2021-04-16,31,92.0,,0.92,28.52
2021-04-17,32,92.0,,0.92,29.44
2021-04-18,66,75.0,False,0.75,49.5
2021-04-19,64,75.0,,0.75,48.0
2021-04-20,55,75.0,,0.75,41.25
2021-04-21,64,75.0,,0.75,48.0
2021-04-22,56,75.0,,0.75,42.0
2021-04-23,54,75.0,,0.75,40.5
2021-04-24,52,75.0,,0.75,39.0
2021-04-25,73,100.0,False,1.0,73.0
2021-04-26,40,100.0,,1.0,40.0
2021-04-27,46,100.0,,1.0,46.0
2021-04-28,86,100.0,,1.0,86.0
2021-04-29,41,100.0,,1.0,41.0
2021-04-30,50,100.0,,1.0,50.0
2021-05-01,37,100.0,,1.0,37.0
2021-05-02,0,80.0,False,0.8,0.0
2021-05-03,100,80.0,,0.8,80.0
2021-05-04,35,80.0,,0.8,28.0
2021-05-05,39,80.0,,0.8,31.200000000000003
2021-05-06,18,80.0,,0.8,14.4
2021-05-07,35,80.0,,0.8,28.0
2021-05-08,24,80.0,,0.8,19.200000000000003
2021-05-09,47,87.0,False,0.87,40.89
2021-05-10,44,87.0,,0.87,38.28
2021-05-11,35,87.0,,0.87,30.45
2021-05-12,69,87.0,,0.87,60.03
2021-05-13,26,87.0,,0.87,22.62
2021-05-14,29,87.0,,0.87,25.23
2021-05-15,18,87.0,,0.87,15.66
2021-05-16,56,57.0,False,0.57,31.919999999999998
2021-05-17,31,57.0,,0.57,17.669999999999998
2021-05-18,36,57.0,,0.57,20.52
2021-05-19,18,57.0,,0.57,10.26
2021-05-20,22,57.0,,0.57,12.54
2021-05-21,62,57.0,,0.57,35.339999999999996
2021-05-22,35,57.0,,0.57,19.95
2021-05-23,22,51.0,False,0.51,11.22
2021-05-24,0,51.0,,0.51,0.0
2021-05-25,48,51.0,,0.51,24.48
2021-05-26,22,51.0,,0.51,11.22
2021-05-27,0,51.0,,0.51,0.0
2021-05-28,36,51.0,,0.51,18.36
2021-05-29,40,51.0,,0.51,20.4
2021-05-30,47,57.0,False,0.57,26.79
2021-05-31,0,57.0,,0.57,0.0
2021-06-01,0,57.0,,0.57,0.0
2021-06-02,47,57.0,,0.57,26.79
2021-06-03,0,57.0,,0.57,0.0
2021-06-04,77,57.0,,0.57,43.88999999999999
2021-06-05,0,57.0,,0.57,0.0
2021-06-06,39,46.0,False,0.46,17.94
2021-06-07,22,46.0,,0.46,10.120000000000001
2021-06-08,47,46.0,,0.46,21.62
2021-06-09,28,46.0,,0.46,12.88
2021-06-10,40,46.0,,0.46,18.400000000000002
2021-06-11,23,46.0,,0.46,10.58
2021-06-12,43,46.0,,0.46,19.78
2021-06-13,41,32.0,False,0.32,13.120000000000001
2021-06-14,59,32.0,,0.32,18.88
2021-06-15,62,32.0,,0.32,19.84
2021-06-16,0,32.0,,0.32,0.0
2021-06-17,41,32.0,,0.32,13.120000000000001
2021-06-18,22,32.0,,0.32,7.04
2021-06-19,0,32.0,,0.32,0.0
2021-06-20,45,53.0,False,0.53,23.85
2021-06-21,81,53.0,,0.53,42.93
2021-06-22,0,53.0,,0.53,0.0
2021-06-23,66,53.0,,0.53,34.980000000000004
2021-06-24,47,53.0,,0.53,24.91
2021-06-25,40,53.0,,0.53,21.200000000000003
2021-06-26,100,53.0,,0.53,53.0
2021-06-27,26,63.0,False,0.63,16.38
2021-06-28,69,63.0,,0.63,43.47
2021-06-29,30,63.0,,0.63,18.9
2021-06-30,60,63.0,,0.63,37.8
2021-07-01,76,63.0,,0.63,47.88
2021-07-02,100,63.0,,0.63,63.0
2021-07-03,65,63.0,,0.63,40.95
2021-07-04,0,51.0,False,0.51,0.0
2021-07-05,43,51.0,,0.51,21.93
2021-07-06,43,51.0,,0.51,21.93
2021-07-07,56,51.0,,0.51,28.560000000000002
2021-07-08,0,51.0,,0.51,0.0
2021-07-09,53,51.0,,0.51,27.03
2021-07-10,51,51.0,,0.51,26.01
2021-07-11,50,50.0,False,0.5,25.0
2021-07-12,55,50.0,,0.5,27.5
2021-07-13,0,50.0,,0.5,0.0
2021-07-14,33,50.0,,0.5,16.5
2021-07-15,53,50.0,,0.5,26.5
2021-07-16,94,50.0,,0.5,47.0
2021-07-17,41,50.0,,0.5,20.5
2021-07-18,33,52.0,False,0.52,17.16
2021-07-19,0,52.0,,0.52,0.0
2021-07-20,24,52.0,,0.52,12.48
2021-07-21,91,52.0,,0.52,47.32
2021-07-22,58,52.0,,0.52,30.16
2021-07-23,28,52.0,,0.52,14.56
2021-07-24,0,52.0,,0.52,0.0
2021-07-25,53,61.0,False,0.61,32.33
2021-07-26,37,61.0,,0.61,22.57
2021-07-27,0,61.0,,0.61,0.0
2021-07-28,44,61.0,,0.61,26.84
2021-07-29,55,61.0,,0.61,33.55
2021-07-30,66,61.0,,0.61,40.26
2021-07-31,36,61.0,,0.61,21.96
2021-08-01,0,37.0,False,0.37,0.0
2021-08-02,24,37.0,,0.37,8.879999999999999
2021-08-03,0,37.0,,0.37,0.0
2021-08-04,42,37.0,,0.37,15.54
2021-08-05,0,37.0,,0.37,0.0
2021-08-06,0,37.0,,0.37,0.0
2021-08-07,40,37.0,,0.37,14.8
2021-08-08,52,63.0,False,0.63,32.76
2021-08-09,45,63.0,,0.63,28.35
2021-08-10,77,63.0,,0.63,48.51
2021-08-11,76,63.0,,0.63,47.88
2021-08-12,26,63.0,,0.63,16.38
2021-08-13,0,63.0,,0.63,0.0
2021-08-14,52,63.0,,0.63,32.76
2021-08-15,49,57.0,False,0.57,27.929999999999996
2021-08-16,32,57.0,,0.57,18.24
2021-08-17,100,57.0,,0.57,56.99999999999999
2021-08-18,31,57.0,,0.57,17.669999999999998
2021-08-19,34,57.0,,0.57,19.38
2021-08-20,0,57.0,,0.57,0.0
2021-08-21,28,57.0,,0.57,15.959999999999999
2021-08-22,0,40.0,False,0.4,0.0
2021-08-23,26,40.0,,0.4,10.4
2021-08-24,44,40.0,,0.4,17.6
2021-08-25,33,40.0,,0.4,13.200000000000001
2021-08-26,51,40.0,,0.4,20.400000000000002
2021-08-27,25,40.0,,0.4,10.0
2021-08-28,45,40.0,,0.4,18.0
2021-08-29,47,61.0,False,0.61,28.669999999999998
2021-08-30,78,61.0,,0.61,47.58
2021-08-31,59,61.0,,0.61,35.99
2021-09-01,56,61.0,,0.61,34.16
2021-09-02,47,61.0,,0.61,28.669999999999998
2021-09-03,42,61.0,,0.61,25.62
2021-09-04,27,61.0,,0.61,16.47
2021-09-05,50,64.0,False,0.64,32.0
2021-09-06,24,64.0,,0.64,15.36
2021-09-07,38,64.0,,0.64,24.32
2021-09-08,0,64.0,,0.64,0.0
2021-09-09,0,64.0,,0.64,0.0
2021-09-10,62,64.0,,0.64,39.68
2021-09-11,55,64.0,,0.64,35.2
2021-09-12,34,50.0,False,0.5,17.0
2021-09-13,16,50.0,,0.5,8.0
2021-09-14,59,50.0,,0.5,29.5
2021-09-15,65,50.0,,0.5,32.5
2021-09-16,43,50.0,,0.5,21.5
2021-09-17,94,50.0,,0.5,47.0
2021-09-18,56,50.0,,0.5,28.0
2021-09-19,45,66.0,False,0.66,29.700000000000003
2021-09-20,100,66.0,,0.66,66.0
2021-09-21,71,66.0,,0.66,46.86
2021-09-22,40,66.0,,0.66,26.400000000000002
2021-09-23,0,66.0,,0.66,0.0
2021-09-24,36,66.0,,0.66,23.76
2021-09-25,31,66.0,,0.66,20.46
2021-09-26,0,75.0,False,0.75,0.0
2021-09-27,48,75.0,,0.75,36.0
2021-09-28,63,75.0,,0.75,47.25
2021-09-29,47,75.0,,0.75,35.25
2021-09-30,51,75.0,,0.75,38.25
2021-10-01,79,75.0,,0.75,59.25
2021-10-02,22,75.0,,0.75,16.5
2021-10-03,32,67.0,False,0.67,21.44
2021-10-04,41,67.0,,0.67,27.470000000000002
2021-10-05,29,67.0,,0.67,19.43
2021-10-06,40,67.0,,0.67,26.8
2021-10-07,27,67.0,,0.67,18.09
2021-10-08,35,67.0,,0.67,23.450000000000003
2021-10-09,0,67.0,,0.67,0.0
2021-10-10,43,55.0,False,0.55,23.650000000000002
2021-10-11,100,55.0,,0.55,55.00000000000001
2021-10-12,28,55.0,,0.55,15.400000000000002
2021-10-13,52,55.0,,0.55,28.6
2021-10-14,39,55.0,,0.55,21.450000000000003
2021-10-15,0,55.0,,0.55,0.0
2021-10-16,27,55.0,,0.55,14.850000000000001
2021-10-17,47,75.0,False,0.75,35.25
2021-10-18,78,75.0,,0.75,58.5
2021-10-19,71,75.0,,0.75,53.25
2021-10-20,63,75.0,,0.75,47.25
2021-10-21,0,75.0,,0.75,0.0
2021-10-22,68,75.0,,0.75,51.0
2021-10-23,24,75.0,,0.75,18.0
2021-10-24,49,81.0,False,0.81,39.690000000000005
2021-10-25,42,81.0,,0.81,34.02
2021-10-26,69,81.0,,0.81,55.89
2021-10-27,14,81.0,,0.81,11.34
2021-10-28,0,81.0,,0.81,0.0
2021-10-29,34,81.0,,0.81,27.540000000000003
2021-10-30,65,81.0,,0.81,52.650000000000006
2021-10-31,0,78.0,False,0.78,0.0
2021-11-01,98,,,,
2021-11-02,25,,,,
2021-11-03,50,,,,
2021-11-04,71,,,,
2021-11-05,48,,,,
2021-11-06,67,,,,
2021-11-07,73,48.0,False,0.48,35.04
2021-11-08,46,48.0,,0.48,22.08
2021-11-09,76,48.0,,0.48,36.48
2021-11-10,0,48.0,,0.48,0.0
2021-11-11,0,48.0,,0.48,0.0
2021-11-12,0,48.0,,0.48,0.0
2021-11-13,53,48.0,,0.48,25.439999999999998
2021-11-14,50,45.0,False,0.45,22.5
2021-11-15,23,45.0,,0.45,10.35
2021-11-16,0,45.0,,0.45,0.0
2021-11-17,44,45.0,,0.45,19.8
2021-11-18,96,45.0,,0.45,43.2
2021-11-19,28,45.0,,0.45,12.6
2021-11-20,30,45.0,,0.45,13.5
2021-11-21,91,44.0,False,0.44,40.04
2021-11-22,100,44.0,,0.44,44.0
2021-11-23,34,44.0,,0.44,14.96
2021-11-24,38,44.0,,0.44,16.72
2021-11-25,56,44.0,,0.44,24.64
2021-11-26,69,44.0,,0.44,30.36
2021-11-27,49,44.0,,0.44,21.56
2021-11-28,62,54.0,False,0.54,33.480000000000004
2021-11-29,21,54.0,,0.54,11.34
2021-11-30,48,54.0,,0.54,25.92
2021-12-01,43,54.0,,0.54,23.220000000000002
2021-12-02,0,54.0,,0.54,0.0
2021-12-03,21,54.0,,0.54,11.34
2021-12-04,24,54.0,,0.54,12.96
2021-12-05,100,53.0,False,0.53,53.0
2021-12-06,41,53.0,,0.53,21.73
2021-12-07,13,53.0,,0.53,6.890000000000001
2021-12-08,17,53.0,,0.53,9.01
2021-12-09,57,53.0,,0.53,30.21
2021-12-10,44,53.0,,0.53,23.32
2021-12-11,15,53.0,,0.53,7.95
2021-12-12,0,43.0,False,0.43,0.0
2021-12-13,98,43.0,,0.43,42.14
2021-12-14,42,43.0,,0.43,18.06
2021-12-15,16,43.0,,0.43,6.88
2021-12-16,21,43.0,,0.43,9.03
2021-12-17,0,43.0,,0.43,0.0
2021-12-18,0,43.0,,0.43,0.0
2021-12-19,17,27.0,False,0.27,4.59
2021-12-20,32,27.0,,0.27,8.64
2021-12-21,0,27.0,,0.27,0.0
2021-12-22,29,27.0,,0.27,7.83
2021-12-23,53,27.0,,0.27,14.31
2021-12-24,30,27.0,,0.27,8.100000000000001
2021-12-25,0,27.0,,0.27,0.0
2021-12-26,0,34.0,False,0.34,0.0
2021-12-27,45,34.0,,0.34,15.3
2021-12-28,67,34.0,,0.34,22.78
2021-12-29,0,34.0,,0.34,0.0
2021-12-30,26,34.0,,0.34,8.84
2021-12-31,33,34.0,,0.34,11.22
2022-01-01,0,34.0,,0.34,0.0
2022-01-02,31,41.0,False,0.41,12.709999999999999
2022-01-03,68,41.0,,0.41,27.88
2022-01-04,22,41.0,,0.41,9.02
2022-01-05,0,41.0,,0.41,0.0
2022-01-06,18,41.0,,0.41,7.38
2022-01-07,28,41.0,,0.41,11.479999999999999
2022-01-08,0,41.0,,0.41,0.0
2022-01-09,0,49.0,False,0.49,0.0
2022-01-10,0,49.0,,0.49,0.0
2022-01-11,17,49.0,,0.49,8.33
2022-01-12,48,49.0,,0.49,23.52
2022-01-13,25,49.0,,0.49,12.25
2022-01-14,44,49.0,,0.49,21.56
2022-01-15,40,49.0,,0.49,19.6
2022-01-16,0,37.0,False,0.37,0.0
2022-01-17,0,37.0,,0.37,0.0
2022-01-18,31,37.0,,0.37,11.47
2022-01-19,25,37.0,,0.37,9.25
2022-01-20,14,37.0,,0.37,5.18
2022-01-21,39,37.0,,0.37,14.43
2022-01-22,0,37.0,,0.37,0.0
2022-01-23,63,45.0,False,0.45,28.35
2022-01-24,100,45.0,,0.45,45.0
2022-01-25,29,45.0,,0.45,13.05
2022-01-26,24,45.0,,0.45,10.8
2022-01-27,0,45.0,,0.45,0.0
2022-01-28,0,45.0,,0.45,0.0
2022-01-29,0,45.0,,0.45,0.0
2022-01-30,46,62.0,False,0.62,28.52
2022-01-31,57,62.0,,0.62,35.339999999999996
2022-02-01,32,62.0,,0.62,19.84
2022-02-02,66,62.0,,0.62,40.92
2022-02-03,58,62.0,,0.62,35.96
2022-02-04,40,62.0,,0.62,24.8
2022-02-05,42,62.0,,0.62,26.04
2022-02-06,45,75.0,False,0.75,33.75
2022-02-07,68,75.0,,0.75,51.0
2022-02-08,60,75.0,,0.75,45.0
2022-02-09,53,75.0,,0.75,39.75
2022-02-10,28,75.0,,0.75,21.0
2022-02-11,61,75.0,,0.75,45.75
2022-02-12,63,75.0,,0.75,47.25
2022-02-13,25,52.0,False,0.52,13.0
2022-02-14,64,52.0,,0.52,33.28
2022-02-15,56,52.0,,0.52,29.12
2022-02-16,43,52.0,,0.52,22.36
2022-02-17,38,52.0,,0.52,19.76
2022-02-18,52,52.0,,0.52,27.04
2022-02-19,43,52.0,,0.52,22.36
2022-02-20,67,63.0,False,0.63,42.21
2022-02-21,58,63.0,,0.63,36.54
2022-02-22,100,63.0,,0.63,63.0
2022-02-23,58,63.0,,0.63,36.54
2022-02-24,45,63.0,,0.63,28.35
2022-02-25,41,63.0,,0.63,25.830000000000002
2022-02-26,57,63.0,,0.63,35.910000000000004
2022-02-27,44,64.0,False,0.64,28.16
2022-02-28,74,64.0,,0.64,47.36
2022-03-01,76,64.0,,0.64,48.64
2022-03-02,77,64.0,,0.64,49.28
2022-03-03,53,64.0,,0.64,33.92
2022-03-04,84,64.0,,0.64,53.76
2022-03-05,58,64.0,,0.64,37.12
2022-03-06,100,61.0,False,0.61,61.0
2022-03-07,39,61.0,,0.61,23.79
2022-03-08,51,61.0,,0.61,31.11
2022-03-09,62,61.0,,0.61,37.82
2022-03-10,72,61.0,,0.61,43.92
2022-03-11,46,61.0,,0.61,28.06
2022-03-12,44,61.0,,0.61,26.84
2022-03-13,25,63.0,False,0.63,15.75
2022-03-14,16,63.0,,0.63,10.08
2022-03-15,45,63.0,,0.63,28.35
2022-03-16,45,63.0,,0.63,28.35
2022-03-17,96,63.0,,0.63,60.480000000000004
2022-03-18,70,63.0,,0.63,44.1
2022-03-19,23,63.0,,0.63,14.49
2022-03-20,65,69.0,False,0.69,44.849999999999994
2022-03-21,56,69.0,,0.69,38.64
2022-03-22,70,69.0,,0.69,48.3
2022-03-23,46,69.0,,0.69,31.74
2022-03-24,31,69.0,,0.69,21.389999999999997
2022-03-25,33,69.0,,0.69,22.77
2022-03-26,32,69.0,,0.69,22.08
2022-03-27,54,70.0,False,0.7,37.8
2022-03-28,51,70.0,,0.7,35.699999999999996
2022-03-29,66,70.0,,0.7,46.199999999999996
2022-03-30,71,70.0,,0.7,49.699999999999996
2022-03-31,65,70.0,,0.7,45.5
2022-04-01,36,70.0,,0.7,25.2
2022-04-02,28,70.0,,0.7,19.599999999999998
2022-04-03,23,75.0,False,0.75,17.25
2022-04-04,65,75.0,,0.75,48.75
2022-04-05,34,75.0,,0.75,25.5
2022-04-06,42,75.0,,0.75,31.5
2022-04-07,44,75.0,,0.75,33.0
2022-04-08,56,75.0,,0.75,42.0
2022-04-09,63,75.0,,0.75,47.25
2022-04-10,45,86.0,False,0.86,38.7
2022-04-11,51,86.0,,0.86,43.86
2022-04-12,47,86.0,,0.86,40.42
2022-04-13,69,86.0,,0.86,59.339999999999996
2022-04-14,100,86.0,,0.86,86.0
2022-04-15,0,86.0,,0.86,0.0
2022-04-16,31,86.0,,0.86,26.66
2022-04-17,26,99.0,False,0.99,25.74
2022-04-18,54,99.0,,0.99,53.46
2022-04-19,65,99.0,,0.99,64.35
2022-04-20,85,99.0,,0.99,84.15
2022-04-21,73,99.0,,0.99,72.27
2022-04-22,59,99.0,,0.99,58.41
2022-04-23,55,99.0,,0.99,54.45
2022-04-24,58,100.0,False,1.0,58.0
2022-04-25,52,100.0,,1.0,52.0
2022-04-26,77,100.0,,1.0,77.0
2022-04-27,73,100.0,,1.0,73.0
2022-04-28,96,100.0,,1.0,96.0
2022-04-29,58,100.0,,1.0,58.0
2022-04-30,71,100.0,,1.0,71.0
2022-05-01,88,84.0,False,0.84,73.92
2022-05-02,95,84.0,,0.84,79.8
2022-05-03,100,84.0,,0.84,84.0
2022-05-04,73,84.0,,0.84,61.32
2022-05-05,31,84.0,,0.84,26.04
2022-05-06,75,84.0,,0.84,63.0
2022-05-07,17,84.0,,0.84,14.28
2022-05-08,94,78.0,False,0.78,73.32000000000001
2022-05-09,61,78.0,,0.78,47.58
2022-05-10,56,78.0,,0.78,43.68
2022-05-11,89,78.0,,0.78,69.42
2022-05-12,62,78.0,,0.78,48.36
2022-05-13,61,78.0,,0.78,47.58
2022-05-14,63,78.0,,0.78,49.14
2022-05-15,48,74.0,False,0.74,35.519999999999996
2022-05-16,54,74.0,,0.74,39.96
2022-05-17,47,74.0,,0.74,34.78
2022-05-18,42,74.0,,0.74,31.08
2022-05-19,91,74.0,,0.74,67.34
2022-05-20,88,74.0,,0.74,65.12
2022-05-21,66,74.0,,0.74,48.839999999999996
2022-05-22,49,61.0,False,0.61,29.89
2022-05-23,80,61.0,,0.61,48.8
2022-05-24,83,61.0,,0.61,50.629999999999995
2022-05-25,66,61.0,,0.61,40.26
2022-05-26,46,61.0,,0.61,28.06
2022-05-27,63,61.0,,0.61,38.43
2022-05-28,59,61.0,,0.61,35.99
2022-05-29,59,48.0,False,0.48,28.32
2022-05-30,16,48.0,,0.48,7.68
2022-05-31,26,48.0,,0.48,12.48
2022-06-01,39,48.0,,0.48,18.72
2022-06-02,0,48.0,,0.48,0.0
2022-06-03,28,48.0,,0.48,13.44
2022-06-04,26,48.0,,0.48,12.48
2022-06-05,52,68.0,False,0.68,35.36
2022-06-06,35,68.0,,0.68,23.8
2022-06-07,100,68.0,,0.68,68.0
2022-06-08,49,68.0,,0.68,33.32
2022-06-09,91,68.0,,0.68,61.88
2022-06-10,58,68.0,,0.68,39.440000000000005
2022-06-11,37,68.0,,0.68,25.16
2022-06-12,99,59.0,False,0.59,58.41
2022-06-13,37,59.0,,0.59,21.83
2022-06-14,19,59.0,,0.59,11.209999999999999
2022-06-15,50,59.0,,0.59,29.5
2022-06-16,35,59.0,,0.59,20.65
2022-06-17,31,59.0,,0.59,18.29
2022-06-18,89,59.0,,0.59,52.51
2022-06-19,22,34.0,False,0.34,7.48
2022-06-20,37,34.0,,0.34,12.58
2022-06-21,74,34.0,,0.34,25.16
2022-06-22,0,34.0,,0.34,0.0
2022-06-23,21,34.0,,0.34,7.140000000000001
2022-06-24,24,34.0,,0.34,8.16
2022-06-25,0,34.0,,0.34,0.0
2022-06-26,42,43.0,False,0.43,18.06
2022-06-27,34,43.0,,0.43,14.62
2022-06-28,25,43.0,,0.43,10.75
2022-06-29,28,43.0,,0.43,12.04
2022-06-30,27,43.0,,0.43,11.61
2022-07-01,65,43.0,,0.43,27.95
2022-07-02,20,43.0,,0.43,8.6
2022-07-03,0,55.0,False,0.55,0.0
2022-07-04,100,55.0,,0.55,55.00000000000001
2022-07-05,0,55.0,,0.55,0.0
2022-07-06,81,55.0,,0.55,44.550000000000004
2022-07-07,34,55.0,,0.55,18.700000000000003
2022-07-08,78,55.0,,0.55,42.900000000000006
2022-07-09,0,55.0,,0.55,0.0
2022-07-10,54,48.0,False,0.48,25.919999999999998
2022-07-11,52,48.0,,0.48,24.96
2022-07-12,37,48.0,,0.48,17.759999999999998
2022-07-13,53,48.0,,0.48,25.439999999999998
2022-07-14,66,48.0,,0.48,31.68
2022-07-15,25,48.0,,0.48,12.0
2022-07-16,42,48.0,,0.48,20.16
2022-07-17,67,63.0,False,0.63,42.21
2022-07-18,53,63.0,,0.63,33.39
2022-07-19,36,63.0,,0.63,22.68
2022-07-20,73,63.0,,0.63,45.99
2022-07-21,76,63.0,,0.63,47.88
2022-07-22,0,63.0,,0.63,0.0
2022-07-23,33,63.0,,0.63,20.79
2022-07-24,47,47.0,False,0.47,22.09
2022-07-25,43,47.0,,0.47,20.209999999999997
2022-07-26,28,47.0,,0.47,13.16
2022-07-27,65,47.0,,0.47,30.549999999999997
2022-07-28,86,47.0,,0.47,40.419999999999995
2022-07-29,29,47.0,,0.47,13.629999999999999
2022-07-30,52,47.0,,0.47,24.439999999999998
2022-07-31,40,62.0,False,0.62,24.8
2022-08-01,39,62.0,,0.62,24.18
2022-08-02,27,62.0,,0.62,16.74
2022-08-03,89,62.0,,0.62,55.18
2022-08-04,0,62.0,,0.62,0.0
2022-08-05,34,62.0,,0.62,21.08
2022-08-06,34,62.0,,0.62,21.08
2022-08-07,18,39.0,False,0.39,7.0200000000000005
2022-08-08,35,39.0,,0.39,13.65
2022-08-09,40,39.0,,0.39,15.600000000000001
2022-08-10,47,39.0,,0.39,18.330000000000002
2022-08-11,26,39.0,,0.39,10.14
2022-08-12,85,39.0,,0.39,33.15
2022-08-13,0,39.0,,0.39,0.0
2022-08-14,39,37.0,False,0.37,14.43
2022-08-15,35,37.0,,0.37,12.95
2022-08-16,28,37.0,,0.37,10.36
2022-08-17,47,37.0,,0.37,17.39
2022-08-18,25,37.0,,0.37,9.25
2022-08-19,57,37.0,,0.37,21.09
2022-08-20,100,37.0,,0.37,37.0
2022-08-21,46,55.0,False,0.55,25.3
2022-08-22,67,55.0,,0.55,36.85
2022-08-23,32,55.0,,0.55,17.6
2022-08-24,48,55.0,,0.55,26.400000000000002
2022-08-25,71,55.0,,0.55,39.050000000000004
2022-08-26,73,55.0,,0.55,40.150000000000006
2022-08-27,92,55.0,,0.55,50.6
2022-08-28,57,37.0,False,0.37,21.09
2022-08-29,49,37.0,,0.37,18.13
2022-08-30,45,37.0,,0.37,16.65
2022-08-31,40,37.0,,0.37,14.8
2022-09-01,26,37.0,,0.37,9.62
2022-09-02,0,37.0,,0.37,0.0
2022-09-03,73,37.0,,0.37,27.009999999999998
2022-09-04,60,54.0,False,0.54,32.400000000000006
2022-09-05,55,54.0,,0.54,29.700000000000003
2022-09-06,47,54.0,,0.54,25.380000000000003
2022-09-07,45,54.0,,0.54,24.3
2022-09-08,63,54.0,,0.54,34.02
2022-09-09,56,54.0,,0.54,30.240000000000002
2022-09-10,34,54.0,,0.54,18.36
2022-09-11,42,68.0,False,0.68,28.560000000000002
2022-09-12,59,68.0,,0.68,40.120000000000005
2022-09-13,13,68.0,,0.68,8.84
2022-09-14,49,68.0,,0.68,33.32
2022-09-15,17,68.0,,0.68,11.56
2022-09-16,25,68.0,,0.68,17.0
2022-09-17,71,68.0,,0.68,48.28
2022-09-18,32,65.0,False,0.65,20.8
2022-09-19,100,65.0,,0.65,65.0
2022-09-20,66,65.0,,0.65,42.9
2022-09-21,90,65.0,,0.65,58.5
2022-09-22,52,65.0,,0.65,33.800000000000004
2022-09-23,0,65.0,,0.65,0.0
2022-09-24,29,65.0,,0.65,18.85
2022-09-25,0,61.0,False,0.61,0.0
2022-09-26,25,61.0,,0.61,15.25
2022-09-27,43,61.0,,0.61,26.23
2022-09-28,20,61.0,,0.61,12.2
2022-09-29,52,61.0,,0.61,31.72
2022-09-30,65,61.0,,0.61,39.65
2022-10-01,0,61.0,,0.61,0.0
2022-10-02,36,67.0,False,0.67,24.12
2022-10-03,20,67.0,,0.67,13.4
2022-10-04,53,67.0,,0.67,35.510000000000005
2022-10-05,38,67.0,,0.67,25.46
2022-10-06,19,67.0,,0.67,12.73
2022-10-07,100,67.0,,0.67,67.0
2022-10-08,43,67.0,,0.67,28.810000000000002
2022-10-09,31,63.0,False,0.63,19.53
2022-10-10,29,63.0,,0.63,18.27
2022-10-11,82,63.0,,0.63,51.660000000000004
2022-10-12,22,63.0,,0.63,13.86
2022-10-13,20,63.0,,0.63,12.6
2022-10-14,40,63.0,,0.63,25.2
2022-10-15,20,63.0,,0.63,12.6
2022-10-16,25,57.0,False,0.57,14.249999999999998
2022-10-17,36,57.0,,0.57,20.52
2022-10-18,19,57.0,,0.57,10.829999999999998
2022-10-19,55,57.0,,0.57,31.349999999999998
2022-10-20,29,57.0,,0.57,16.529999999999998
2022-10-21,31,57.0,,0.57,17.669999999999998
2022-10-22,0,57.0,,0.57,0.0
2022-10-23,41,63.0,False,0.63,25.830000000000002
2022-10-24,34,63.0,,0.63,21.42
2022-10-25,23,63.0,,0.63,14.49
2022-10-26,54,63.0,,0.63,34.02
2022-10-27,31,63.0,,0.63,19.53
2022-10-28,40,63.0,,0.63,25.2
2022-10-29,30,63.0,,0.63,18.9
2022-10-30,30,53.0,False,0.53,15.9
2022-10-31,49,53.0,,0.53,25.970000000000002
