,date,volume
1237,2022-05-22,80
1238,2022-05-23,84
1239,2022-05-24,62
1240,2022-05-25,55
1241,2022-05-26,44
1242,2022-05-27,111
1243,2022-05-28,65
1244,2022-05-29,72
1245,2022-05-30,94
1246,2022-05-31,159
1247,2022-06-01,82
1248,2022-06-02,67
1249,2022-06-03,85
1250,2022-06-04,78
1251,2022-06-05,88
1252,2022-06-06,104
1253,2022-06-07,79
1254,2022-06-08,57
1255,2022-06-09,62
1256,2022-06-10,72
1257,2022-06-11,66
1258,2022-06-12,77
1259,2022-06-13,72
1260,2022-06-14,86
1261,2022-06-15,61
1262,2022-06-16,56
1263,2022-06-17,56
1264,2022-06-18,80
1265,2022-06-19,69
1266,2022-06-20,66
1267,2022-06-21,84
1268,2022-06-22,62
1269,2022-06-23,65
1270,2022-06-24,93
1271,2022-06-25,91
1272,2022-06-26,81
1273,2022-06-27,56
1274,2022-06-28,59
1275,2022-06-29,92
1276,2022-06-30,72
1277,2022-07-01,67
1278,2022-07-02,71
1279,2022-07-03,92
1280,2022-07-04,85
1281,2022-07-05,73
1282,2022-07-06,61
1283,2022-07-07,69
1284,2022-07-08,56
1285,2022-07-09,81
1286,2022-07-10,77
1287,2022-07-11,85
1288,2022-07-12,60
1289,2022-07-13,49
1290,2022-07-14,45
1291,2022-07-15,30
1292,2022-07-16,59
1293,2022-07-17,50
1294,2022-07-18,43
1295,2022-07-19,53
1296,2022-07-20,53
1297,2022-07-21,38
1298,2022-07-22,42
1299,2022-07-23,46
1300,2022-07-24,94
1301,2022-07-25,76
1302,2022-07-26,70
